attendance_id,employee_id,date,status,hours_worked
24497,3361.0,2025-08-01,,15.0
24498,8704.0,2025/08/02,present,7.5
24499,9570.0,2025-08-01,Absent,8.0
24500,7214.0,,Absent,7.5
24501,69.0,,present,
24502,254.0,01/08/2025,,
24503,5716.0,,,7.5
24504,2862.0,2025-08-01,WFH,9.0
24505,2514.0,01/08/2025,,-1.0
24506,1195.0,01/08/2025,Leave,7.5
24507,6956.0,2025/08/02,present,
24508,5911.0,2025/08/02,present,15.0
24509,405.0,,present,15.0
24510,4946.0,,,15.0
24511,6468.0,01/08/2025,WFH,9.0
24512,226.0,2025-08-01,Present,-1.0
24513,1878.0,2025-08-01,Leave,-1.0
24514,1209.0,2025/08/02,Absent,9.0
24515,2930.0,01/08/2025,Absent,8.0
24516,8306.0,2025/08/02,WFH,9.0
24517,1130.0,,Absent,8.0
24518,9779.0,2025-08-01,Present,15.0
24519,8367.0,2025-08-01,Present,-1.0
24520,2220.0,2025-08-01,Leave,-1.0
24521,1709.0,01/08/2025,Present,-1.0
24522,9058.0,2025/08/02,WFH,8.0
24523,2028.0,2025-08-01,present,-1.0
24524,2204.0,01/08/2025,Present,15.0
24525,4093.0,,present,15.0
24526,5433.0,,,8.0
24527,4494.0,2025-08-01,Leave,-1.0
24528,1754.0,,,7.5
24529,763.0,2025-08-01,present,15.0
24530,1383.0,,Absent,-1.0
24531,5807.0,2025-08-01,Absent,
24532,3823.0,,present,
24533,9837.0,2025/08/02,Leave,-1.0
24534,3211.0,,WFH,
24535,3359.0,2025-08-01,Absent,7.5
24536,9383.0,,,7.5
24537,3711.0,01/08/2025,present,9.0
24538,6706.0,01/08/2025,Absent,
24539,5902.0,2025-08-01,WFH,15.0
24540,8865.0,2025-08-01,Leave,15.0
24541,1138.0,2025/08/02,Leave,9.0
24542,8941.0,2025/08/02,Present,8.0
24543,7437.0,2025-08-01,Present,-1.0
24544,2365.0,2025/08/02,Leave,8.0
24545,8036.0,2025-08-01,,-1.0
24546,5501.0,2025-08-01,WFH,15.0
24547,9657.0,,Leave,15.0
24548,6747.0,,WFH,
24549,1371.0,,present,
24550,5308.0,,Absent,9.0
24551,1831.0,2025-08-01,Present,7.5
24552,8148.0,,Absent,8.0
24553,6530.0,01/08/2025,present,15.0
24554,8990.0,,present,
24555,8753.0,01/08/2025,WFH,-1.0
24556,1381.0,01/08/2025,,-1.0
24557,2187.0,01/08/2025,present,9.0
24558,1578.0,2025/08/02,present,9.0
24559,3827.0,2025/08/02,,7.5
24560,4781.0,2025-08-01,Absent,15.0
24561,7075.0,2025/08/02,present,15.0
24562,7941.0,2025/08/02,present,
24563,5807.0,2025/08/02,Present,-1.0
24564,617.0,,present,15.0
24565,4510.0,01/08/2025,Absent,15.0
24566,2332.0,,Absent,15.0
24567,5118.0,,Leave,7.5
24568,9616.0,01/08/2025,WFH,
24569,6525.0,,Present,9.0
24570,9236.0,,present,15.0
24571,6503.0,01/08/2025,Leave,-1.0
24572,5434.0,2025/08/02,WFH,-1.0
24573,1218.0,,Absent,7.5
24574,3276.0,2025/08/02,Absent,15.0
24575,9654.0,2025-08-01,Present,15.0
24576,4451.0,01/08/2025,Leave,9.0
24577,7362.0,01/08/2025,WFH,9.0
24578,3130.0,01/08/2025,Absent,7.5
24579,851.0,2025/08/02,Leave,9.0
24580,3434.0,2025/08/02,,7.5
24581,6559.0,2025/08/02,Leave,8.0
24582,8177.0,2025/08/02,,8.0
24583,7101.0,2025-08-01,Leave,-1.0
24584,3398.0,,Present,15.0
24585,2717.0,2025/08/02,Leave,-1.0
24586,6882.0,2025-08-01,,8.0
24587,5955.0,01/08/2025,Leave,8.0
24588,7585.0,2025/08/02,present,9.0
24589,8894.0,2025/08/02,WFH,8.0
24590,3302.0,2025-08-01,WFH,
24591,7292.0,2025/08/02,,9.0
24592,8200.0,,WFH,7.5
24593,1927.0,2025-08-01,present,15.0
24594,5532.0,,Present,7.5
24595,5177.0,,present,9.0
24596,4503.0,01/08/2025,,
24597,4316.0,,Present,7.5
24598,8296.0,01/08/2025,Leave,9.0
24599,380.0,2025/08/02,,7.5
24600,5926.0,,present,
24601,4870.0,,,15.0
24602,540.0,2025-08-01,Absent,9.0
24603,895.0,01/08/2025,,7.5
24604,5320.0,2025-08-01,Present,15.0
24605,9649.0,01/08/2025,Absent,-1.0
24606,522.0,2025/08/02,,
24607,7147.0,2025-08-01,,15.0
24608,9811.0,01/08/2025,WFH,
24609,7156.0,01/08/2025,present,15.0
24610,208.0,2025-08-01,WFH,8.0
24611,210.0,2025/08/02,WFH,7.5
24612,9655.0,01/08/2025,Absent,
24613,2466.0,2025-08-01,WFH,
24614,2916.0,01/08/2025,present,9.0
24615,933.0,01/08/2025,present,9.0
24616,4411.0,,Leave,9.0
24617,9191.0,2025/08/02,Present,
24618,6161.0,2025/08/02,Leave,
24619,1261.0,2025/08/02,present,7.5
24620,3582.0,,Absent,
24621,8453.0,01/08/2025,present,9.0
24622,8731.0,01/08/2025,present,-1.0
24623,9642.0,2025/08/02,Present,7.5
24624,616.0,01/08/2025,present,9.0
24625,3644.0,2025-08-01,present,-1.0
24626,9554.0,2025/08/02,WFH,9.0
24627,6020.0,2025-08-01,Present,9.0
24628,2632.0,01/08/2025,present,
24629,6031.0,2025-08-01,present,8.0
24630,6007.0,,Present,15.0
24631,6868.0,2025/08/02,present,8.0
24632,2619.0,01/08/2025,Absent,-1.0
24633,248.0,,Leave,-1.0
24634,412.0,2025-08-01,present,15.0
24635,2485.0,01/08/2025,Absent,9.0
24636,9969.0,2025-08-01,WFH,15.0
24637,5134.0,,,-1.0
24638,8712.0,01/08/2025,WFH,-1.0
24639,5607.0,01/08/2025,Leave,8.0
24640,978.0,2025-08-01,,8.0
24641,6089.0,2025-08-01,Present,9.0
24642,1200.0,,WFH,
24643,6394.0,,,
24644,7643.0,01/08/2025,WFH,-1.0
24645,496.0,2025/08/02,Absent,9.0
24646,5970.0,01/08/2025,present,
24647,8791.0,2025/08/02,WFH,7.5
24648,898.0,2025-08-01,present,
24649,2748.0,,,-1.0
24650,1891.0,2025-08-01,present,-1.0
24651,9699.0,2025/08/02,WFH,-1.0
24652,1483.0,01/08/2025,Leave,9.0
24653,7915.0,01/08/2025,Absent,7.5
24654,6045.0,01/08/2025,Present,15.0
24655,2320.0,2025-08-01,present,15.0
24656,641.0,01/08/2025,,7.5
24657,7311.0,2025-08-01,Leave,8.0
24658,7296.0,2025-08-01,Leave,
24659,9810.0,2025/08/02,,9.0
24660,1329.0,2025/08/02,WFH,15.0
24661,9493.0,01/08/2025,present,9.0
24662,5843.0,2025-08-01,,-1.0
24663,798.0,2025-08-01,,7.5
24664,8514.0,2025-08-01,Leave,
24665,6095.0,01/08/2025,Leave,15.0
24666,9657.0,2025/08/02,Absent,7.5
24667,6218.0,,Absent,9.0
24668,5296.0,2025/08/02,Leave,-1.0
24669,2232.0,2025-08-01,WFH,9.0
24670,8210.0,,present,
24671,101.0,01/08/2025,WFH,15.0
24672,4413.0,2025/08/02,,-1.0
24673,8679.0,01/08/2025,present,8.0
24674,9676.0,2025/08/02,Leave,-1.0
24675,6037.0,2025/08/02,Present,9.0
24676,4501.0,2025/08/02,present,8.0
24677,95.0,01/08/2025,,
24678,8185.0,2025-08-01,present,7.5
24679,6632.0,,Absent,9.0
24680,1519.0,,Absent,
24681,4331.0,2025/08/02,Present,-1.0
24682,2248.0,2025-08-01,,15.0
24683,1783.0,01/08/2025,WFH,9.0
24684,1418.0,,Leave,9.0
24685,3635.0,,Leave,
24686,9187.0,01/08/2025,Present,7.5
24687,1436.0,,present,8.0
24688,9223.0,,WFH,-1.0
24689,4539.0,2025/08/02,Absent,9.0
24690,5422.0,2025-08-01,present,15.0
24691,8274.0,2025/08/02,Absent,15.0
24692,8956.0,2025-08-01,WFH,-1.0
24693,6047.0,2025-08-01,,8.0
24694,9278.0,2025-08-01,,15.0
24695,1458.0,2025/08/02,Absent,7.5
24696,9185.0,,WFH,15.0
24697,5976.0,2025-08-01,WFH,-1.0
24698,6082.0,,,7.5
24699,3667.0,,Leave,9.0
24700,2249.0,2025-08-01,present,-1.0
24701,7154.0,2025-08-01,,8.0
24702,4560.0,01/08/2025,,9.0
24703,4504.0,2025/08/02,Absent,15.0
24704,9467.0,01/08/2025,Present,9.0
24705,7859.0,2025-08-01,WFH,
24706,8901.0,,present,8.0
24707,5265.0,01/08/2025,present,-1.0
24708,437.0,2025/08/02,,-1.0
24709,5410.0,01/08/2025,Present,-1.0
24710,630.0,2025/08/02,present,7.5
24711,7583.0,2025-08-01,present,9.0
24712,2239.0,,WFH,9.0
24713,8249.0,2025/08/02,Absent,15.0
24714,865.0,2025/08/02,WFH,-1.0
24715,8695.0,2025/08/02,WFH,15.0
24716,2736.0,01/08/2025,Leave,8.0
24717,7717.0,,Absent,9.0
24718,1793.0,01/08/2025,WFH,15.0
24719,1216.0,2025-08-01,Leave,
24720,7220.0,01/08/2025,WFH,9.0
24721,1332.0,01/08/2025,Absent,15.0
24722,9803.0,2025-08-01,Present,
24723,1452.0,,WFH,
24724,6113.0,2025/08/02,,-1.0
24725,6527.0,01/08/2025,WFH,15.0
24726,946.0,2025/08/02,WFH,-1.0
24727,2507.0,2025-08-01,present,7.5
24728,6696.0,2025/08/02,Present,-1.0
24729,2770.0,,Present,7.5
24730,1105.0,,Leave,9.0
24731,7179.0,01/08/2025,WFH,7.5
24732,8391.0,,WFH,9.0
24733,6388.0,2025-08-01,WFH,8.0
24734,2574.0,2025-08-01,Leave,-1.0
24735,5858.0,2025/08/02,Present,15.0
24736,6193.0,,present,7.5
24737,6813.0,2025/08/02,present,15.0
24738,4561.0,01/08/2025,present,9.0
24739,1460.0,,WFH,7.5
24740,4437.0,2025-08-01,present,7.5
24741,194.0,01/08/2025,,9.0
24742,6253.0,2025-08-01,Absent,-1.0
24743,7925.0,01/08/2025,present,
24744,5574.0,2025-08-01,present,7.5
24745,5101.0,2025-08-01,present,15.0
24746,1099.0,,Absent,-1.0
24747,5841.0,2025/08/02,Leave,-1.0
24748,1103.0,2025/08/02,Absent,
24749,8033.0,2025/08/02,WFH,15.0
24750,3510.0,2025/08/02,present,
24751,8835.0,01/08/2025,WFH,9.0
24752,9148.0,01/08/2025,Leave,15.0
24753,932.0,,,7.5
24754,2247.0,2025-08-01,Present,7.5
24755,3442.0,01/08/2025,present,9.0
24756,8908.0,2025-08-01,,9.0
24757,866.0,2025/08/02,Absent,
24758,4196.0,,present,9.0
24759,3574.0,,WFH,7.5
24760,2610.0,,present,
24761,7911.0,,Leave,15.0
24762,9040.0,01/08/2025,WFH,9.0
24763,7741.0,2025/08/02,WFH,15.0
24764,4019.0,2025/08/02,,
24765,7028.0,,Absent,15.0
24766,6369.0,,Absent,-1.0
24767,9945.0,,Present,15.0
24768,5356.0,2025-08-01,,15.0
24769,9402.0,,,-1.0
24770,3903.0,2025-08-01,Absent,15.0
24771,7995.0,2025-08-01,Present,7.5
24772,4941.0,2025/08/02,Leave,7.5
24773,3087.0,2025/08/02,Present,-1.0
24774,9706.0,2025/08/02,Present,
24775,961.0,,Absent,-1.0
24776,1257.0,01/08/2025,,15.0
24777,1618.0,01/08/2025,Present,-1.0
24778,3079.0,,WFH,
24779,3837.0,,Absent,7.5
24780,4066.0,,Absent,8.0
24781,3449.0,,,9.0
24782,1553.0,2025/08/02,Absent,15.0
24783,9981.0,,Absent,
24784,6492.0,2025-08-01,,7.5
24785,283.0,2025-08-01,present,9.0
24786,9749.0,2025/08/02,Present,-1.0
24787,5434.0,2025-08-01,Leave,15.0
24788,7533.0,,Present,7.5
24789,3484.0,2025-08-01,Present,9.0
24790,2789.0,2025/08/02,WFH,
24791,7638.0,2025/08/02,WFH,
24792,8763.0,2025/08/02,WFH,9.0
24793,1896.0,2025/08/02,Present,-1.0
24794,4428.0,,,7.5
24795,2446.0,2025-08-01,present,-1.0
24796,6050.0,,,-1.0
24797,5771.0,2025-08-01,Absent,9.0
24798,7940.0,,,9.0
24799,456.0,,,-1.0
24800,5843.0,,Absent,
24801,9791.0,2025/08/02,WFH,15.0
24802,5635.0,2025-08-01,,-1.0
24803,8195.0,2025-08-01,Present,9.0
24804,5489.0,2025-08-01,WFH,7.5
24805,1569.0,2025-08-01,,7.5
24806,2774.0,2025-08-01,,-1.0
24807,3133.0,01/08/2025,present,-1.0
24808,6390.0,,Absent,
24809,3015.0,2025/08/02,Present,8.0
24810,1194.0,,,-1.0
24811,9820.0,2025/08/02,Absent,7.5
24812,1564.0,2025/08/02,present,
24813,81.0,,Leave,8.0
24814,9100.0,01/08/2025,Absent,
24815,7278.0,01/08/2025,WFH,8.0
24816,5336.0,2025/08/02,Leave,15.0
24817,7795.0,2025-08-01,WFH,-1.0
24818,8065.0,2025-08-01,present,
24819,8873.0,01/08/2025,WFH,8.0
24820,1140.0,2025-08-01,WFH,
24821,9195.0,2025/08/02,present,8.0
24822,1596.0,2025/08/02,,9.0
24823,7841.0,2025/08/02,present,-1.0
24824,2007.0,2025/08/02,Absent,15.0
24825,1593.0,,Leave,7.5
24826,5354.0,2025-08-01,WFH,8.0
24827,6685.0,01/08/2025,,8.0
24828,8059.0,2025-08-01,present,
24829,3008.0,,,
24830,7650.0,2025-08-01,Leave,15.0
24831,8739.0,2025-08-01,Present,8.0
24832,8196.0,2025-08-01,present,15.0
24833,6038.0,2025-08-01,,
24834,8650.0,,WFH,15.0
24835,8350.0,01/08/2025,present,-1.0
24836,6919.0,2025/08/02,Absent,15.0
24837,8660.0,01/08/2025,Present,7.5
24838,1457.0,2025-08-01,Present,-1.0
24839,8649.0,2025-08-01,present,-1.0
24840,5003.0,2025/08/02,Leave,7.5
24841,7635.0,01/08/2025,WFH,-1.0
24842,6854.0,2025-08-01,WFH,9.0
24843,2948.0,2025/08/02,WFH,8.0
24844,6492.0,2025-08-01,Absent,8.0
24845,778.0,01/08/2025,present,7.5
24846,4659.0,2025-08-01,,7.5
24847,6352.0,01/08/2025,,9.0
24848,5214.0,2025/08/02,Absent,9.0
24849,2836.0,,Absent,15.0
24850,9973.0,01/08/2025,present,
24851,8124.0,,Leave,9.0
24852,3367.0,2025/08/02,present,9.0
24853,8387.0,2025/08/02,present,
24854,545.0,2025/08/02,Present,8.0
24855,5592.0,,Leave,8.0
24856,2594.0,01/08/2025,Present,8.0
24857,5059.0,01/08/2025,WFH,
24858,2830.0,2025/08/02,Present,7.5
24859,8720.0,,Leave,8.0
24860,4309.0,2025-08-01,present,9.0
24861,6102.0,2025/08/02,Absent,
24862,8154.0,,Present,8.0
24863,7250.0,2025-08-01,Present,9.0
24864,5057.0,2025-08-01,Leave,7.5
24865,926.0,,Absent,9.0
24866,1256.0,2025/08/02,Present,
24867,6288.0,,,15.0
24868,4305.0,2025-08-01,WFH,9.0
24869,9525.0,2025-08-01,WFH,-1.0
24870,5392.0,01/08/2025,,9.0
24871,8535.0,2025/08/02,WFH,
24872,4686.0,,Leave,9.0
24873,2913.0,2025/08/02,Leave,8.0
24874,1601.0,,Absent,
24875,3020.0,,Present,15.0
24876,1458.0,2025/08/02,present,9.0
24877,2335.0,2025-08-01,Absent,7.5
24878,1424.0,2025-08-01,present,-1.0
24879,9600.0,2025-08-01,,9.0
24880,7149.0,2025/08/02,Present,-1.0
24881,8456.0,01/08/2025,Absent,9.0
24882,9414.0,2025-08-01,WFH,7.5
24883,8098.0,,present,15.0
24884,8081.0,,,-1.0
24885,4897.0,,WFH,8.0
24886,9710.0,,,9.0
24887,4313.0,,,15.0
24888,4394.0,,WFH,-1.0
24889,1099.0,2025-08-01,WFH,
24890,4025.0,2025/08/02,Present,7.5
24891,3464.0,01/08/2025,Present,15.0
24892,5447.0,01/08/2025,Leave,7.5
24893,9090.0,,WFH,9.0
24894,2684.0,2025/08/02,present,8.0
24895,4904.0,2025/08/02,,-1.0
24896,192.0,01/08/2025,Leave,9.0
24897,5834.0,2025-08-01,,15.0
24898,568.0,01/08/2025,Present,9.0
24899,902.0,2025/08/02,Leave,8.0
24900,7380.0,,WFH,
24901,5693.0,,Present,
24902,5282.0,2025/08/02,,9.0
24903,5810.0,2025-08-01,Absent,
24904,1061.0,01/08/2025,WFH,9.0
24905,2083.0,2025/08/02,Absent,9.0
24906,1999.0,01/08/2025,Leave,9.0
24907,9922.0,,Absent,9.0
24908,6204.0,,Leave,15.0
24909,1516.0,2025/08/02,Absent,15.0
24910,675.0,,present,8.0
24911,8920.0,2025-08-01,Leave,8.0
24912,6383.0,,Leave,8.0
24913,886.0,2025-08-01,WFH,9.0
24914,2575.0,,Absent,15.0
24915,5976.0,,present,
24916,7021.0,01/08/2025,Present,15.0
24917,1962.0,01/08/2025,present,-1.0
24918,2926.0,01/08/2025,Leave,9.0
24919,2870.0,,Leave,7.5
24920,5997.0,,Present,9.0
24921,4732.0,2025/08/02,,-1.0
24922,3595.0,2025/08/02,WFH,9.0
24923,2579.0,01/08/2025,WFH,9.0
24924,1376.0,01/08/2025,Absent,15.0
24925,6772.0,01/08/2025,,7.5
24926,1746.0,2025-08-01,Leave,-1.0
24927,6339.0,2025-08-01,Absent,-1.0
24928,451.0,,Present,15.0
24929,7663.0,,Leave,8.0
24930,2512.0,2025/08/02,,9.0
24931,9177.0,2025/08/02,Leave,9.0
24932,8552.0,2025/08/02,WFH,7.5
24933,147.0,,WFH,15.0
24934,9951.0,2025-08-01,Present,15.0
24935,8238.0,01/08/2025,,-1.0
24936,9369.0,2025-08-01,WFH,9.0
24937,7885.0,,WFH,
24938,2873.0,2025/08/02,Absent,8.0
24939,2964.0,01/08/2025,Leave,7.5
24940,1743.0,,Present,9.0
24941,549.0,2025/08/02,WFH,
24942,5801.0,2025-08-01,,-1.0
24943,6941.0,2025/08/02,,9.0
24944,2244.0,01/08/2025,Leave,7.5
24945,347.0,01/08/2025,Present,8.0
24946,3563.0,,Leave,15.0
24947,1752.0,2025-08-01,Leave,
24948,7900.0,01/08/2025,present,8.0
24949,6114.0,2025-08-01,Absent,9.0
24950,636.0,,Absent,8.0
24951,6557.0,01/08/2025,Present,15.0
24952,2398.0,,WFH,
24953,4038.0,,Leave,15.0
24954,3515.0,,Present,7.5
24955,5258.0,,Absent,15.0
24956,3271.0,01/08/2025,present,7.5
24957,1455.0,2025/08/02,Leave,9.0
24958,8683.0,2025/08/02,Absent,8.0
24959,8347.0,2025/08/02,present,15.0
24960,8514.0,2025-08-01,Leave,-1.0
24961,3141.0,01/08/2025,WFH,7.5
24962,1333.0,2025/08/02,present,7.5
24963,9422.0,2025-08-01,Present,
24964,1236.0,2025-08-01,Absent,-1.0
24965,4013.0,01/08/2025,WFH,-1.0
24966,6429.0,,WFH,7.5
24967,8261.0,01/08/2025,Present,8.0
24968,2440.0,2025-08-01,,
24969,3626.0,2025-08-01,Present,8.0
24970,5868.0,,present,7.5
24971,9024.0,2025-08-01,Leave,
24972,8779.0,2025-08-01,,8.0
24973,973.0,2025-08-01,Leave,15.0
24974,639.0,,,9.0
24975,5137.0,,,8.0
24976,3779.0,,Present,15.0
24977,2852.0,,Present,7.5
24978,2591.0,01/08/2025,Absent,8.0
24979,9346.0,01/08/2025,present,8.0
24980,9536.0,2025/08/02,Leave,7.5
24981,3024.0,,WFH,15.0
24982,9124.0,,Present,8.0
24983,9484.0,,Leave,8.0
24984,7255.0,2025/08/02,present,
24985,9696.0,01/08/2025,Leave,7.5
24986,7286.0,01/08/2025,Absent,
24987,9252.0,01/08/2025,WFH,15.0
24988,3832.0,01/08/2025,Present,8.0
24989,5389.0,2025-08-01,Absent,15.0
24990,1437.0,,present,-1.0
24991,2034.0,01/08/2025,Present,9.0
24992,3178.0,,present,15.0
24993,4616.0,01/08/2025,,8.0
24994,3302.0,2025-08-01,,7.5
24995,7581.0,,Present,-1.0
24996,2016.0,01/08/2025,Present,
24997,6562.0,,Present,7.5
24998,9799.0,01/08/2025,present,
24999,1342.0,2025-08-01,,8.0
25000,901.0,2025/08/02,Present,15.0
25001,5741.0,2025-08-01,Present,9.0
25002,648.0,01/08/2025,Present,-1.0
25003,5536.0,,Present,9.0
25004,1184.0,2025/08/02,Absent,9.0
25005,7078.0,01/08/2025,present,9.0
25006,1768.0,01/08/2025,Absent,-1.0
25007,4759.0,,present,15.0
25008,920.0,01/08/2025,Leave,7.5
25009,6600.0,01/08/2025,WFH,
25010,6406.0,,Leave,8.0
25011,7809.0,2025/08/02,WFH,8.0
25012,4725.0,2025-08-01,Absent,
25013,5805.0,2025/08/02,,-1.0
25014,950.0,2025-08-01,,7.5
25015,8486.0,2025/08/02,Leave,7.5
25016,6991.0,01/08/2025,Present,
25017,5585.0,,,8.0
25018,8834.0,2025/08/02,WFH,-1.0
25019,4784.0,01/08/2025,Leave,
25020,6020.0,2025/08/02,present,7.5
25021,5400.0,,Leave,-1.0
25022,3494.0,,Absent,7.5
25023,7646.0,2025-08-01,present,15.0
25024,4354.0,2025-08-01,Leave,15.0
25025,5573.0,,Absent,
25026,6716.0,2025/08/02,Present,
25027,8679.0,2025-08-01,Absent,7.5
25028,4935.0,2025-08-01,present,9.0
25029,6814.0,01/08/2025,WFH,8.0
25030,4256.0,2025/08/02,Present,9.0
25031,6661.0,2025-08-01,,7.5
25032,7243.0,2025/08/02,Present,-1.0
25033,898.0,2025/08/02,Present,7.5
25034,6293.0,2025-08-01,Absent,8.0
25035,3700.0,01/08/2025,Absent,-1.0
25036,3113.0,,,
25037,7137.0,,Present,7.5
25038,1520.0,2025/08/02,,15.0
25039,1395.0,,present,7.5
25040,4208.0,01/08/2025,Present,8.0
25041,3423.0,01/08/2025,Leave,9.0
25042,5284.0,,WFH,15.0
25043,5346.0,01/08/2025,,7.5
25044,1462.0,2025-08-01,Present,9.0
25045,6101.0,,WFH,9.0
25046,3811.0,01/08/2025,Absent,
25047,8146.0,01/08/2025,present,
25048,306.0,01/08/2025,present,
25049,3118.0,01/08/2025,Absent,8.0
25050,6614.0,2025-08-01,,15.0
25051,3534.0,01/08/2025,WFH,
25052,9846.0,,WFH,15.0
25053,4706.0,2025/08/02,,7.5
25054,2941.0,,,8.0
25055,4469.0,01/08/2025,WFH,7.5
25056,302.0,2025/08/02,WFH,
25057,4438.0,2025/08/02,Absent,7.5
25058,8856.0,01/08/2025,Absent,7.5
25059,4089.0,2025/08/02,WFH,15.0
25060,9884.0,01/08/2025,present,8.0
25061,9061.0,2025/08/02,present,
25062,5296.0,2025-08-01,WFH,
25063,9744.0,01/08/2025,Leave,7.5
25064,8478.0,2025-08-01,Present,
25065,7933.0,2025/08/02,,7.5
25066,6438.0,,WFH,
25067,2742.0,,Leave,7.5
25068,3866.0,2025/08/02,Leave,
25069,6067.0,01/08/2025,Leave,-1.0
25070,6534.0,2025/08/02,Absent,15.0
25071,9005.0,2025-08-01,WFH,
25072,2762.0,01/08/2025,,-1.0
25073,7171.0,2025/08/02,WFH,7.5
25074,4494.0,2025-08-01,present,
25075,1506.0,,present,
25076,854.0,01/08/2025,WFH,-1.0
25077,4361.0,,Present,7.5
25078,6024.0,01/08/2025,WFH,9.0
25079,9755.0,2025-08-01,Absent,15.0
25080,4966.0,2025/08/02,WFH,-1.0
25081,2171.0,01/08/2025,WFH,15.0
25082,5468.0,2025/08/02,WFH,7.5
25083,3196.0,,WFH,15.0
25084,9233.0,2025/08/02,,
25085,6377.0,2025-08-01,WFH,7.5
25086,1503.0,01/08/2025,Present,-1.0
25087,7772.0,01/08/2025,present,8.0
25088,6470.0,2025/08/02,present,
25089,9475.0,2025/08/02,Absent,9.0
25090,4873.0,01/08/2025,present,8.0
25091,6947.0,01/08/2025,Leave,8.0
25092,4222.0,2025-08-01,Present,8.0
25093,3878.0,,,9.0
25094,8170.0,2025/08/02,Leave,8.0
25095,6783.0,2025/08/02,Present,7.5
25096,1809.0,,WFH,7.5
25097,5132.0,01/08/2025,,
25098,9179.0,,Leave,9.0
25099,3186.0,01/08/2025,,9.0
25100,6333.0,2025-08-01,,-1.0
25101,2193.0,2025/08/02,Leave,-1.0
25102,9724.0,,Leave,
25103,2260.0,,Leave,8.0
25104,7730.0,,Present,9.0
25105,2686.0,01/08/2025,Leave,7.5
25106,8941.0,,Leave,7.5
25107,9956.0,,,7.5
25108,8985.0,01/08/2025,Absent,7.5
25109,4394.0,2025/08/02,Leave,-1.0
25110,7145.0,2025/08/02,Absent,-1.0
25111,8846.0,2025-08-01,,9.0
25112,623.0,,,7.5
25113,5811.0,2025/08/02,WFH,
25114,8099.0,01/08/2025,Absent,15.0
25115,6934.0,01/08/2025,present,9.0
25116,1181.0,01/08/2025,Absent,15.0
25117,9202.0,2025/08/02,,8.0
25118,1712.0,,Present,
25119,8311.0,01/08/2025,Absent,8.0
25120,9001.0,2025/08/02,Absent,9.0
25121,5918.0,01/08/2025,,-1.0
25122,8215.0,01/08/2025,,8.0
25123,8249.0,2025/08/02,Present,15.0
25124,8285.0,,Leave,-1.0
25125,6705.0,,WFH,7.5
25126,7899.0,2025-08-01,Present,15.0
25127,8468.0,2025/08/02,Present,
25128,6419.0,,Absent,
25129,4603.0,2025/08/02,Leave,9.0
25130,3715.0,01/08/2025,WFH,9.0
25131,3142.0,01/08/2025,Present,8.0
25132,7056.0,2025/08/02,Present,
25133,6308.0,2025-08-01,present,8.0
25134,8132.0,01/08/2025,Absent,9.0
25135,196.0,2025/08/02,present,
25136,2795.0,2025-08-01,present,7.5
25137,517.0,01/08/2025,Leave,-1.0
25138,2233.0,,present,8.0
25139,7769.0,2025-08-01,Leave,8.0
25140,4752.0,01/08/2025,WFH,7.5
25141,1803.0,2025-08-01,Absent,9.0
25142,5158.0,2025/08/02,WFH,9.0
25143,2493.0,01/08/2025,Absent,
25144,9048.0,,WFH,15.0
25145,1777.0,,present,7.5
25146,8746.0,01/08/2025,Leave,-1.0
25147,6618.0,2025-08-01,present,-1.0
25148,488.0,2025/08/02,present,-1.0
25149,9524.0,,Present,8.0
25150,9442.0,,,-1.0
25151,3216.0,,Absent,7.5
25152,5286.0,,,15.0
25153,4508.0,2025/08/02,,8.0
25154,1239.0,2025-08-01,present,15.0
25155,4374.0,01/08/2025,Absent,
25156,4527.0,2025-08-01,Present,-1.0
25157,9727.0,2025-08-01,Absent,7.5
25158,8262.0,01/08/2025,Absent,15.0
25159,1280.0,2025/08/02,present,15.0
25160,4332.0,2025-08-01,Leave,15.0
25161,8927.0,01/08/2025,Absent,
25162,9426.0,2025-08-01,WFH,-1.0
25163,2139.0,2025-08-01,Absent,15.0
25164,7704.0,2025/08/02,Absent,9.0
25165,8812.0,2025-08-01,Leave,-1.0
25166,5564.0,2025-08-01,present,9.0
25167,9716.0,2025-08-01,Absent,-1.0
25168,8720.0,2025-08-01,Absent,
25169,8776.0,2025-08-01,Absent,
25170,7328.0,01/08/2025,Absent,15.0
25171,2477.0,01/08/2025,Leave,15.0
25172,5485.0,,WFH,8.0
25173,72.0,2025/08/02,Leave,8.0
25174,8679.0,2025/08/02,present,8.0
25175,3906.0,01/08/2025,WFH,-1.0
25176,4053.0,,present,9.0
25177,1435.0,2025-08-01,Leave,9.0
25178,612.0,2025/08/02,Present,8.0
25179,6490.0,2025-08-01,Absent,7.5
25180,8514.0,2025/08/02,Leave,7.5
25181,655.0,01/08/2025,Present,8.0
25182,9195.0,,Absent,9.0
25183,5541.0,2025/08/02,present,8.0
25184,4844.0,01/08/2025,,
25185,5387.0,01/08/2025,Absent,7.5
25186,5743.0,,WFH,7.5
25187,1498.0,01/08/2025,WFH,7.5
25188,8349.0,2025/08/02,present,8.0
25189,5982.0,,Leave,9.0
25190,7907.0,2025/08/02,WFH,8.0
25191,5785.0,01/08/2025,WFH,15.0
25192,7636.0,,Absent,9.0
25193,2970.0,,present,-1.0
25194,9960.0,2025-08-01,WFH,
25195,6893.0,,Absent,8.0
