payroll_id,employee_id,pay_month,net_salary,bonus
37933,1514.0,Aug-2025,"₹45,000",-100.0
37934,5429.0,,42000,
37935,5745.0,,-5000,5000.0
37936,9242.0,,-5000,-100.0
37937,1322.0,,65000,0.0
37938,4478.0,Aug-2025,,
37939,4701.0,,"₹45,000",2000.0
37940,4634.0,2025-08,25000,5000.0
37941,7224.0,2025-08,-5000,0.0
37942,8744.0,2025/08,"₹45,000",5000.0
37943,6240.0,2025-08,"₹45,000",0.0
37944,6016.0,2025/08,,-100.0
37945,4161.0,2025-08,65000,
37946,8366.0,2025-08,25000,5000.0
37947,812.0,Aug-2025,25000,5000.0
37948,3372.0,,,
37949,9054.0,2025-08,,0.0
37950,4604.0,2025/08,65000,
37951,3836.0,,-5000,5000.0
37952,9422.0,Aug-2025,25000,5000.0
37953,3321.0,2025/08,-5000,0.0
37954,5846.0,2025-08,65000,5000.0
37955,1187.0,Aug-2025,25000,-100.0
37956,7778.0,,-5000,2000.0
37957,7259.0,,42000,
37958,3244.0,Aug-2025,42000,5000.0
37959,5911.0,Aug-2025,42000,
37960,2128.0,,25000,5000.0
37961,5736.0,,42000,0.0
37962,113.0,2025/08,42000,
37963,6339.0,,25000,0.0
37964,2386.0,2025-08,-5000,-100.0
37965,5692.0,2025/08,65000,-100.0
37966,9799.0,,"₹45,000",-100.0
37967,7421.0,,,
37968,2537.0,2025-08,-5000,2000.0
37969,9484.0,Aug-2025,-5000,2000.0
37970,2171.0,Aug-2025,"₹45,000",2000.0
37971,2634.0,2025/08,"₹45,000",
37972,1809.0,2025/08,"₹45,000",2000.0
37973,3974.0,Aug-2025,"₹45,000",2000.0
37974,4888.0,Aug-2025,65000,0.0
37975,6555.0,,-5000,5000.0
37976,6332.0,Aug-2025,25000,2000.0
37977,4380.0,2025-08,,
37978,3909.0,Aug-2025,-5000,5000.0
37979,178.0,Aug-2025,65000,0.0
37980,7910.0,2025/08,-5000,
37981,2042.0,2025/08,25000,
37982,318.0,2025-08,65000,0.0
37983,7040.0,2025-08,-5000,0.0
37984,7881.0,2025/08,42000,-100.0
37985,3617.0,,-5000,-100.0
37986,8926.0,Aug-2025,25000,
37987,2752.0,2025-08,65000,2000.0
37988,8011.0,2025-08,25000,0.0
37989,471.0,2025/08,,0.0
37990,2065.0,2025-08,42000,
37991,1072.0,2025-08,42000,-100.0
37992,2256.0,Aug-2025,25000,5000.0
37993,7388.0,2025/08,-5000,2000.0
37994,8429.0,,42000,5000.0
37995,984.0,,,0.0
37996,6627.0,,,-100.0
37997,1736.0,2025-08,"₹45,000",0.0
37998,6166.0,Aug-2025,-5000,5000.0
37999,3030.0,,42000,5000.0
38000,4079.0,2025-08,25000,-100.0
38001,1891.0,Aug-2025,65000,5000.0
38002,3855.0,2025/08,,
38003,2587.0,,42000,
38004,5030.0,2025-08,-5000,0.0
38005,2408.0,Aug-2025,-5000,
38006,1360.0,,"₹45,000",5000.0
38007,9721.0,,"₹45,000",5000.0
38008,131.0,,,-100.0
38009,7406.0,2025-08,-5000,0.0
38010,2011.0,,65000,2000.0
38011,4242.0,Aug-2025,-5000,5000.0
38012,5564.0,Aug-2025,,5000.0
38013,786.0,,65000,0.0
38014,7462.0,Aug-2025,42000,2000.0
38015,4761.0,2025/08,42000,2000.0
38016,4111.0,Aug-2025,,-100.0
38017,2882.0,2025-08,"₹45,000",2000.0
38018,2495.0,Aug-2025,65000,-100.0
38019,572.0,Aug-2025,42000,-100.0
38020,430.0,2025/08,-5000,
38021,3989.0,2025-08,65000,
38022,6377.0,,"₹45,000",0.0
38023,5933.0,2025/08,,
38024,3396.0,2025/08,,-100.0
38025,902.0,2025-08,,5000.0
38026,604.0,Aug-2025,"₹45,000",-100.0
38027,389.0,,,2000.0
38028,8784.0,Aug-2025,42000,-100.0
38029,1919.0,,25000,2000.0
38030,9304.0,Aug-2025,25000,-100.0
38031,725.0,2025-08,-5000,-100.0
38032,3328.0,,,5000.0
38033,156.0,2025/08,65000,-100.0
38034,8283.0,2025/08,25000,2000.0
38035,8120.0,,25000,
38036,9866.0,2025-08,25000,
38037,9048.0,Aug-2025,"₹45,000",0.0
38038,854.0,Aug-2025,-5000,2000.0
38039,3098.0,2025-08,,
38040,798.0,,-5000,5000.0
38041,756.0,2025/08,25000,
38042,667.0,,-5000,2000.0
38043,4505.0,,"₹45,000",5000.0
38044,3084.0,Aug-2025,"₹45,000",
38045,6091.0,Aug-2025,25000,2000.0
38046,7720.0,2025/08,65000,0.0
38047,4400.0,2025/08,,2000.0
38048,5870.0,,-5000,5000.0
38049,2338.0,,,
38050,364.0,,,0.0
38051,3781.0,,"₹45,000",2000.0
38052,5260.0,2025/08,42000,-100.0
38053,5546.0,Aug-2025,,
38054,8161.0,,-5000,-100.0
38055,8226.0,2025-08,65000,5000.0
38056,4408.0,2025-08,65000,2000.0
38057,4919.0,2025/08,42000,-100.0
38058,9116.0,2025/08,65000,0.0
38059,3433.0,2025/08,"₹45,000",2000.0
38060,3522.0,2025/08,42000,0.0
38061,4880.0,Aug-2025,-5000,0.0
38062,9542.0,,42000,-100.0
38063,6342.0,Aug-2025,42000,0.0
38064,8315.0,2025-08,65000,
38065,4543.0,2025-08,"₹45,000",5000.0
38066,304.0,2025/08,65000,
38067,4718.0,Aug-2025,25000,2000.0
38068,314.0,,,5000.0
38069,2617.0,,-5000,
38070,8139.0,,42000,5000.0
38071,2408.0,2025/08,25000,0.0
38072,2122.0,2025-08,65000,
38073,9037.0,2025-08,42000,
38074,959.0,,65000,-100.0
38075,5575.0,2025-08,"₹45,000",0.0
38076,9971.0,2025-08,-5000,5000.0
38077,7066.0,2025/08,65000,2000.0
38078,4982.0,2025-08,25000,5000.0
38079,6108.0,2025-08,"₹45,000",
38080,2346.0,2025/08,42000,
38081,1990.0,,"₹45,000",0.0
38082,3560.0,,,-100.0
38083,9763.0,2025-08,65000,2000.0
38084,777.0,,42000,-100.0
38085,5013.0,Aug-2025,65000,-100.0
38086,3437.0,2025/08,"₹45,000",-100.0
38087,7570.0,,,-100.0
38088,3560.0,Aug-2025,,-100.0
38089,8188.0,,-5000,
38090,7335.0,2025-08,-5000,0.0
38091,282.0,,65000,0.0
38092,5329.0,,"₹45,000",2000.0
38093,2166.0,,,5000.0
38094,6316.0,2025-08,25000,
38095,9245.0,Aug-2025,"₹45,000",-100.0
38096,3457.0,2025/08,-5000,
38097,70.0,Aug-2025,42000,2000.0
38098,410.0,Aug-2025,42000,-100.0
38099,1641.0,2025/08,-5000,5000.0
38100,8746.0,,42000,0.0
38101,812.0,2025/08,25000,2000.0
38102,4810.0,Aug-2025,65000,5000.0
38103,9821.0,2025/08,"₹45,000",-100.0
38104,3390.0,2025/08,,
38105,308.0,2025-08,65000,0.0
38106,1579.0,2025/08,-5000,
38107,8573.0,,65000,-100.0
38108,2648.0,,-5000,-100.0
38109,6224.0,2025-08,"₹45,000",-100.0
38110,3788.0,,,5000.0
38111,9240.0,,25000,5000.0
38112,2940.0,2025/08,,
38113,5770.0,Aug-2025,-5000,5000.0
38114,4006.0,,25000,2000.0
38115,8269.0,,,0.0
38116,3668.0,Aug-2025,42000,-100.0
38117,8810.0,2025-08,-5000,-100.0
38118,3667.0,Aug-2025,25000,5000.0
38119,1717.0,2025-08,25000,-100.0
38120,9284.0,2025/08,65000,5000.0
38121,2977.0,2025-08,42000,2000.0
38122,6974.0,Aug-2025,65000,5000.0
38123,6251.0,Aug-2025,"₹45,000",
38124,7905.0,2025-08,,2000.0
38125,6548.0,2025/08,65000,2000.0
38126,9374.0,Aug-2025,"₹45,000",0.0
38127,5390.0,2025-08,25000,2000.0
38128,9333.0,2025/08,42000,0.0
38129,1148.0,2025-08,65000,0.0
38130,8464.0,Aug-2025,65000,2000.0
38131,5312.0,,"₹45,000",5000.0
38132,7302.0,Aug-2025,42000,
38133,6801.0,2025/08,-5000,5000.0
38134,4097.0,2025/08,-5000,-100.0
38135,3490.0,,-5000,
38136,8147.0,2025/08,,5000.0
38137,1495.0,Aug-2025,-5000,5000.0
38138,450.0,,-5000,2000.0
38139,1534.0,Aug-2025,,5000.0
38140,4276.0,2025-08,25000,2000.0
38141,9574.0,2025/08,42000,
38142,1270.0,,65000,-100.0
38143,1407.0,2025/08,25000,2000.0
38144,6118.0,Aug-2025,"₹45,000",2000.0
38145,724.0,Aug-2025,42000,5000.0
38146,8022.0,,"₹45,000",2000.0
38147,378.0,2025-08,,2000.0
38148,4969.0,2025/08,65000,5000.0
38149,2748.0,2025-08,"₹45,000",-100.0
38150,4010.0,2025-08,65000,5000.0
38151,4960.0,Aug-2025,-5000,0.0
38152,6317.0,2025-08,25000,0.0
38153,7079.0,Aug-2025,65000,0.0
38154,9794.0,,,5000.0
38155,2138.0,2025-08,,2000.0
38156,4255.0,2025-08,,-100.0
38157,453.0,2025-08,-5000,5000.0
38158,5710.0,,25000,2000.0
38159,9638.0,2025-08,,0.0
38160,6498.0,,25000,-100.0
38161,9018.0,2025/08,"₹45,000",2000.0
38162,5034.0,,,0.0
38163,4521.0,Aug-2025,65000,-100.0
38164,4416.0,2025-08,42000,5000.0
38165,8983.0,2025-08,42000,5000.0
38166,4201.0,,65000,5000.0
38167,8195.0,2025-08,,
38168,30.0,2025/08,"₹45,000",0.0
38169,9789.0,2025-08,"₹45,000",2000.0
38170,820.0,,65000,-100.0
38171,1484.0,2025/08,,0.0
38172,9662.0,,"₹45,000",0.0
38173,3432.0,,65000,0.0
38174,374.0,,42000,2000.0
38175,4968.0,Aug-2025,-5000,5000.0
38176,72.0,2025/08,-5000,-100.0
38177,1820.0,,65000,0.0
38178,4539.0,Aug-2025,-5000,5000.0
38179,6946.0,Aug-2025,25000,
38180,4780.0,2025-08,42000,
38181,8949.0,2025/08,25000,-100.0
38182,653.0,,25000,-100.0
38183,1403.0,2025-08,,2000.0
38184,3584.0,2025-08,,
38185,9412.0,,,0.0
38186,7395.0,Aug-2025,42000,
38187,8917.0,2025-08,"₹45,000",5000.0
38188,6958.0,Aug-2025,,
38189,7070.0,Aug-2025,25000,5000.0
38190,139.0,,-5000,2000.0
38191,7153.0,2025-08,,0.0
38192,320.0,2025-08,65000,
38193,6942.0,2025-08,25000,-100.0
38194,5628.0,,25000,
38195,7254.0,2025/08,-5000,2000.0
38196,6211.0,2025/08,-5000,0.0
38197,1249.0,2025-08,42000,
38198,1217.0,,"₹45,000",2000.0
38199,1892.0,,,0.0
38200,2525.0,Aug-2025,"₹45,000",5000.0
38201,5520.0,2025/08,25000,
38202,8667.0,Aug-2025,25000,5000.0
38203,5270.0,2025/08,"₹45,000",0.0
38204,502.0,,42000,0.0
38205,4172.0,2025-08,65000,0.0
38206,9336.0,,,
38207,7129.0,2025/08,42000,-100.0
38208,9200.0,2025-08,42000,0.0
38209,3640.0,Aug-2025,25000,
38210,1293.0,2025/08,65000,0.0
38211,6761.0,,25000,5000.0
38212,1002.0,,42000,5000.0
38213,3588.0,Aug-2025,42000,5000.0
38214,2846.0,2025/08,"₹45,000",5000.0
38215,5471.0,Aug-2025,42000,0.0
38216,232.0,,-5000,5000.0
38217,2570.0,2025/08,"₹45,000",
38218,8062.0,2025-08,65000,-100.0
38219,6781.0,2025-08,"₹45,000",
38220,2447.0,,"₹45,000",0.0
38221,2635.0,,42000,5000.0
38222,9736.0,Aug-2025,,-100.0
38223,2024.0,2025-08,,0.0
38224,1808.0,Aug-2025,42000,
38225,8150.0,2025-08,,0.0
38226,4237.0,,-5000,-100.0
38227,9803.0,2025/08,"₹45,000",5000.0
38228,6739.0,2025-08,65000,5000.0
38229,2102.0,Aug-2025,25000,2000.0
38230,7040.0,,65000,2000.0
38231,9415.0,Aug-2025,25000,0.0
38232,3776.0,2025-08,-5000,0.0
38233,8584.0,Aug-2025,25000,0.0
38234,5236.0,Aug-2025,,2000.0
38235,8202.0,2025-08,25000,
38236,1232.0,2025-08,65000,5000.0
38237,169.0,2025/08,"₹45,000",0.0
38238,1002.0,Aug-2025,65000,0.0
38239,1695.0,Aug-2025,"₹45,000",-100.0
38240,5790.0,2025/08,42000,5000.0
38241,5078.0,2025/08,,2000.0
38242,2133.0,Aug-2025,"₹45,000",-100.0
38243,1734.0,Aug-2025,,
38244,3882.0,,65000,0.0
38245,1782.0,Aug-2025,65000,5000.0
38246,8759.0,2025-08,42000,2000.0
38247,346.0,Aug-2025,-5000,-100.0
38248,7316.0,2025-08,42000,5000.0
38249,220.0,Aug-2025,42000,2000.0
38250,6110.0,,-5000,2000.0
38251,8385.0,2025/08,65000,
38252,7722.0,,"₹45,000",-100.0
38253,3209.0,Aug-2025,-5000,2000.0
38254,2445.0,2025/08,42000,
38255,6362.0,2025-08,42000,
38256,3503.0,Aug-2025,25000,
38257,7001.0,2025-08,42000,5000.0
38258,66.0,2025-08,65000,5000.0
38259,7756.0,2025-08,25000,5000.0
38260,7356.0,Aug-2025,"₹45,000",0.0
38261,7901.0,,65000,2000.0
38262,9064.0,,,
38263,8020.0,2025/08,-5000,0.0
38264,8505.0,2025/08,-5000,-100.0
38265,172.0,2025-08,42000,2000.0
38266,9779.0,2025/08,,2000.0
38267,178.0,2025/08,"₹45,000",-100.0
38268,6780.0,,42000,2000.0
38269,1954.0,Aug-2025,-5000,0.0
38270,1967.0,2025/08,25000,2000.0
38271,3344.0,,65000,
38272,4402.0,2025-08,65000,-100.0
38273,3669.0,,25000,0.0
38274,8986.0,2025-08,"₹45,000",-100.0
38275,3218.0,,42000,5000.0
38276,3959.0,2025/08,25000,0.0
38277,3021.0,,-5000,0.0
38278,3359.0,2025/08,-5000,5000.0
38279,3272.0,2025/08,25000,-100.0
38280,5248.0,,65000,0.0
38281,9366.0,,65000,2000.0
38282,7181.0,2025/08,65000,0.0
38283,5688.0,2025/08,"₹45,000",5000.0
38284,7235.0,,-5000,2000.0
38285,1936.0,Aug-2025,65000,
38286,4845.0,Aug-2025,,5000.0
38287,1873.0,Aug-2025,25000,5000.0
38288,6237.0,2025-08,-5000,2000.0
38289,1263.0,,"₹45,000",
38290,5950.0,Aug-2025,25000,0.0
38291,9070.0,,-5000,0.0
38292,2441.0,,-5000,-100.0
38293,4387.0,2025/08,"₹45,000",0.0
38294,4569.0,,65000,2000.0
38295,8176.0,Aug-2025,65000,
38296,9324.0,2025/08,,2000.0
38297,6443.0,2025-08,65000,0.0
38298,3472.0,2025-08,-5000,
38299,6984.0,,-5000,0.0
38300,1504.0,2025/08,65000,5000.0
38301,1040.0,2025-08,25000,0.0
38302,1568.0,2025/08,42000,-100.0
38303,9101.0,2025/08,-5000,2000.0
38304,2963.0,,"₹45,000",
38305,5774.0,,-5000,-100.0
38306,447.0,2025-08,"₹45,000",0.0
38307,3405.0,Aug-2025,65000,5000.0
38308,7495.0,,65000,0.0
38309,8677.0,2025/08,42000,5000.0
38310,1706.0,2025-08,,2000.0
38311,6373.0,,65000,5000.0
38312,8323.0,,,2000.0
38313,8046.0,Aug-2025,25000,-100.0
38314,2315.0,,25000,2000.0
38315,4131.0,Aug-2025,-5000,0.0
38316,3106.0,,,-100.0
38317,664.0,Aug-2025,25000,0.0
38318,673.0,2025/08,,5000.0
38319,2014.0,2025-08,,-100.0
38320,6355.0,2025/08,"₹45,000",
38321,6458.0,2025/08,25000,
38322,478.0,Aug-2025,42000,5000.0
38323,8554.0,2025/08,"₹45,000",2000.0
38324,52.0,Aug-2025,65000,
38325,5013.0,2025/08,-5000,
38326,6210.0,2025/08,,0.0
38327,9097.0,2025/08,-5000,0.0
38328,6517.0,2025/08,"₹45,000",5000.0
38329,9353.0,2025-08,"₹45,000",
38330,2791.0,2025-08,"₹45,000",-100.0
38331,5123.0,2025/08,-5000,-100.0
38332,9419.0,2025-08,"₹45,000",
38333,3834.0,2025-08,-5000,0.0
38334,6161.0,2025-08,,5000.0
38335,1052.0,2025/08,42000,5000.0
38336,7720.0,Aug-2025,,-100.0
38337,7393.0,,-5000,-100.0
38338,4309.0,2025/08,,-100.0
38339,1298.0,,65000,5000.0
38340,2158.0,,-5000,
38341,899.0,,,-100.0
38342,824.0,Aug-2025,65000,2000.0
38343,4871.0,Aug-2025,65000,5000.0
38344,8715.0,2025/08,65000,0.0
38345,8196.0,2025-08,42000,-100.0
38346,4594.0,,42000,0.0
38347,9118.0,,,2000.0
38348,625.0,2025/08,42000,0.0
38349,2007.0,,42000,
38350,7585.0,2025/08,65000,5000.0
38351,2460.0,Aug-2025,42000,-100.0
38352,2454.0,Aug-2025,25000,0.0
38353,248.0,2025/08,-5000,0.0
38354,8956.0,2025/08,25000,2000.0
38355,94.0,2025/08,25000,0.0
38356,6243.0,2025-08,-5000,2000.0
38357,1016.0,2025/08,-5000,
38358,4267.0,,,-100.0
38359,9681.0,Aug-2025,42000,0.0
38360,5269.0,2025-08,25000,5000.0
38361,3671.0,,25000,-100.0
38362,1230.0,,25000,5000.0
38363,2279.0,2025/08,"₹45,000",0.0
38364,396.0,Aug-2025,42000,
38365,9932.0,,42000,2000.0
38366,8771.0,2025/08,"₹45,000",
38367,6977.0,2025/08,,2000.0
38368,3259.0,2025-08,65000,
38369,652.0,,"₹45,000",
38370,4822.0,2025-08,42000,0.0
38371,7910.0,Aug-2025,42000,2000.0
38372,5386.0,,65000,2000.0
38373,3756.0,,42000,5000.0
38374,8899.0,,"₹45,000",-100.0
38375,4177.0,2025-08,,5000.0
38376,4906.0,,,5000.0
38377,3286.0,2025/08,-5000,5000.0
38378,3499.0,2025-08,42000,0.0
38379,3416.0,2025/08,-5000,-100.0
38380,8453.0,2025-08,42000,2000.0
38381,521.0,Aug-2025,,-100.0
38382,7771.0,Aug-2025,"₹45,000",
38383,6835.0,,65000,5000.0
38384,524.0,2025/08,-5000,5000.0
38385,292.0,,25000,
38386,2367.0,2025/08,42000,2000.0
38387,5289.0,2025/08,-5000,
38388,8107.0,Aug-2025,65000,5000.0
38389,1727.0,Aug-2025,,5000.0
38390,5904.0,2025/08,,
38391,7394.0,2025/08,-5000,
38392,5760.0,2025-08,-5000,0.0
38393,3388.0,2025/08,25000,-100.0
38394,1545.0,Aug-2025,25000,
38395,335.0,,-5000,5000.0
38396,7386.0,2025-08,-5000,5000.0
38397,9186.0,2025-08,42000,-100.0
38398,1932.0,Aug-2025,,
38399,3112.0,Aug-2025,-5000,2000.0
38400,9894.0,2025/08,25000,0.0
38401,4553.0,2025-08,-5000,0.0
38402,2856.0,2025-08,25000,5000.0
38403,6535.0,2025/08,25000,0.0
38404,5679.0,,,2000.0
38405,8850.0,2025-08,65000,5000.0
38406,1863.0,,"₹45,000",-100.0
38407,1534.0,,,0.0
38408,3938.0,Aug-2025,-5000,2000.0
38409,9222.0,Aug-2025,"₹45,000",-100.0
38410,1361.0,2025-08,25000,0.0
38411,6636.0,2025/08,65000,-100.0
38412,2053.0,,65000,2000.0
38413,4235.0,Aug-2025,-5000,5000.0
38414,8756.0,2025-08,,-100.0
38415,4371.0,,25000,0.0
38416,5219.0,2025-08,-5000,2000.0
38417,4125.0,2025-08,42000,
38418,760.0,2025/08,42000,-100.0
38419,98.0,,"₹45,000",5000.0
38420,2974.0,2025-08,-5000,5000.0
38421,4015.0,Aug-2025,25000,-100.0
38422,7344.0,2025-08,25000,0.0
38423,8512.0,2025-08,42000,-100.0
38424,5616.0,Aug-2025,25000,2000.0
38425,1377.0,2025-08,,2000.0
38426,9544.0,Aug-2025,25000,-100.0
38427,7300.0,,65000,5000.0
38428,4299.0,2025/08,,5000.0
38429,6186.0,,"₹45,000",2000.0
38430,8000.0,Aug-2025,42000,2000.0
38431,1266.0,2025-08,,0.0
38432,3560.0,Aug-2025,"₹45,000",
38433,7180.0,,"₹45,000",
38434,1288.0,2025-08,-5000,0.0
38435,6386.0,Aug-2025,42000,2000.0
38436,3771.0,2025-08,42000,-100.0
38437,5908.0,,42000,0.0
38438,7560.0,2025/08,25000,5000.0
38439,4849.0,,42000,5000.0
38440,3453.0,,-5000,
38441,4985.0,,65000,2000.0
38442,2784.0,,"₹45,000",
38443,6084.0,2025/08,25000,-100.0
38444,5784.0,,,2000.0
38445,2556.0,2025/08,"₹45,000",
38446,9296.0,Aug-2025,42000,5000.0
38447,494.0,2025-08,,
38448,387.0,Aug-2025,25000,0.0
38449,993.0,2025-08,42000,2000.0
38450,7281.0,,65000,2000.0
38451,1734.0,Aug-2025,42000,-100.0
38452,1756.0,2025/08,42000,0.0
38453,7045.0,,-5000,2000.0
38454,525.0,Aug-2025,42000,2000.0
38455,1138.0,,42000,
38456,3368.0,2025/08,-5000,5000.0
38457,1172.0,2025/08,42000,2000.0
38458,4866.0,,25000,
38459,8786.0,Aug-2025,"₹45,000",0.0
38460,3895.0,2025-08,25000,
38461,9931.0,2025-08,,2000.0
38462,2509.0,2025/08,-5000,5000.0
38463,9391.0,2025/08,"₹45,000",-100.0
38464,2625.0,2025/08,25000,0.0
38465,8932.0,2025-08,25000,0.0
38466,7007.0,2025-08,65000,
38467,3395.0,2025/08,"₹45,000",-100.0
38468,6321.0,2025/08,,
38469,3828.0,2025-08,65000,2000.0
38470,7486.0,,42000,
38471,3731.0,2025/08,25000,-100.0
38472,5467.0,2025/08,65000,
38473,3028.0,2025-08,42000,
38474,639.0,2025/08,,5000.0
38475,7280.0,2025-08,,-100.0
38476,6751.0,2025-08,-5000,
38477,1169.0,2025-08,-5000,5000.0
38478,4447.0,,"₹45,000",-100.0
38479,3475.0,,25000,5000.0
38480,4695.0,,,2000.0
38481,6861.0,,,5000.0
38482,6004.0,2025-08,25000,2000.0
38483,5367.0,2025-08,65000,2000.0
38484,1512.0,2025/08,-5000,
38485,5433.0,Aug-2025,"₹45,000",
38486,5842.0,,-5000,0.0
38487,8595.0,2025/08,42000,
38488,1349.0,2025/08,42000,-100.0
38489,6454.0,Aug-2025,-5000,5000.0
38490,999.0,,42000,2000.0
38491,1317.0,2025/08,25000,0.0
38492,1266.0,2025/08,25000,5000.0
38493,4401.0,Aug-2025,25000,5000.0
38494,3853.0,,,
38495,6156.0,2025-08,42000,2000.0
38496,5059.0,2025/08,25000,-100.0
38497,4574.0,,,2000.0
38498,6826.0,2025-08,42000,0.0
38499,3802.0,2025-08,25000,-100.0
38500,3977.0,,,0.0
38501,3478.0,,25000,2000.0
38502,5108.0,,42000,2000.0
38503,3380.0,,42000,-100.0
38504,7268.0,,42000,5000.0
38505,5907.0,,-5000,
38506,2807.0,2025/08,-5000,5000.0
38507,5174.0,,,-100.0
38508,3267.0,Aug-2025,"₹45,000",5000.0
38509,2593.0,2025-08,25000,-100.0
38510,8824.0,Aug-2025,"₹45,000",2000.0
38511,463.0,,,
38512,5151.0,Aug-2025,"₹45,000",-100.0
38513,6661.0,2025/08,25000,5000.0
38514,3927.0,2025-08,25000,-100.0
38515,6649.0,2025/08,65000,5000.0
38516,8192.0,2025-08,65000,0.0
38517,7105.0,,,0.0
38518,2840.0,Aug-2025,25000,5000.0
38519,3051.0,2025-08,25000,5000.0
38520,1810.0,Aug-2025,"₹45,000",-100.0
38521,4959.0,,-5000,0.0
38522,299.0,2025/08,65000,2000.0
38523,4274.0,2025-08,65000,
38524,6199.0,2025/08,,0.0
38525,3630.0,Aug-2025,,0.0
38526,8772.0,2025-08,,5000.0
38527,1327.0,,-5000,-100.0
38528,372.0,2025-08,25000,
38529,6206.0,2025/08,"₹45,000",
38530,5516.0,Aug-2025,"₹45,000",2000.0
38531,6762.0,,42000,-100.0
38532,6168.0,2025-08,,0.0
38533,2086.0,2025/08,25000,2000.0
38534,3292.0,2025-08,-5000,
38535,5099.0,,65000,0.0
38536,6633.0,,-5000,5000.0
38537,1892.0,,,5000.0
38538,2937.0,,,2000.0
38539,5445.0,,42000,0.0
38540,817.0,Aug-2025,42000,2000.0
38541,2358.0,2025-08,42000,-100.0
38542,3624.0,Aug-2025,"₹45,000",
38543,3470.0,Aug-2025,,2000.0
38544,6824.0,2025/08,65000,-100.0
38545,7919.0,,-5000,5000.0
38546,5221.0,2025-08,42000,5000.0
38547,4936.0,Aug-2025,25000,
38548,662.0,2025-08,25000,
38549,2363.0,,,-100.0
38550,3656.0,2025-08,65000,
38551,6171.0,2025-08,42000,0.0
38552,9642.0,2025/08,"₹45,000",-100.0
38553,2950.0,2025-08,65000,5000.0
38554,6379.0,Aug-2025,"₹45,000",0.0
38555,7107.0,2025-08,-5000,2000.0
38556,7677.0,Aug-2025,-5000,
38557,8466.0,2025/08,,5000.0
38558,3944.0,Aug-2025,65000,2000.0
38559,5758.0,,65000,5000.0
38560,4342.0,2025/08,42000,2000.0
38561,4708.0,Aug-2025,,5000.0
38562,736.0,2025/08,,-100.0
38563,1748.0,Aug-2025,42000,0.0
38564,2357.0,,-5000,2000.0
38565,3063.0,2025-08,-5000,2000.0
38566,3088.0,2025-08,-5000,
38567,3516.0,2025/08,,-100.0
38568,1089.0,,-5000,2000.0
38569,7021.0,Aug-2025,"₹45,000",-100.0
38570,7497.0,,,2000.0
38571,5440.0,Aug-2025,,0.0
38572,4881.0,Aug-2025,-5000,5000.0
38573,8791.0,,-5000,0.0
38574,2119.0,Aug-2025,,-100.0
38575,357.0,Aug-2025,42000,2000.0
38576,8131.0,2025-08,-5000,2000.0
38577,8925.0,2025-08,,
38578,6162.0,Aug-2025,42000,
38579,8770.0,2025/08,65000,2000.0
38580,167.0,,42000,0.0
38581,9691.0,,,2000.0
38582,658.0,,,2000.0
38583,4700.0,2025-08,42000,2000.0
38584,8845.0,2025/08,25000,5000.0
38585,1947.0,,-5000,0.0
38586,8800.0,2025-08,25000,
38587,8653.0,2025-08,42000,5000.0
38588,789.0,2025-08,65000,-100.0
38589,3262.0,Aug-2025,65000,2000.0
38590,4958.0,2025-08,65000,
38591,7879.0,,25000,
38592,30.0,,25000,
38593,2561.0,2025-08,"₹45,000",2000.0
38594,6232.0,2025-08,42000,
38595,4524.0,2025/08,,5000.0
38596,5622.0,2025/08,42000,-100.0
38597,7287.0,2025/08,65000,-100.0
38598,5928.0,,,2000.0
38599,7830.0,2025-08,65000,5000.0
38600,8837.0,2025-08,25000,
38601,6580.0,Aug-2025,42000,5000.0
38602,836.0,2025-08,-5000,
38603,808.0,2025/08,-5000,-100.0
38604,8236.0,,"₹45,000",2000.0
38605,1650.0,2025/08,"₹45,000",2000.0
38606,4190.0,,25000,
38607,787.0,2025-08,-5000,5000.0
38608,9441.0,,-5000,2000.0
38609,4495.0,2025-08,,0.0
38610,9333.0,2025-08,42000,5000.0
38611,460.0,2025-08,25000,
38612,4530.0,,,0.0
38613,6641.0,2025/08,"₹45,000",0.0
38614,9112.0,2025/08,-5000,0.0
38615,9541.0,2025/08,,-100.0
38616,3457.0,2025-08,-5000,5000.0
38617,7531.0,,"₹45,000",2000.0
38618,7259.0,,-5000,2000.0
38619,8659.0,2025/08,65000,0.0
38620,8997.0,2025-08,65000,5000.0
38621,7097.0,,42000,
38622,7627.0,,"₹45,000",-100.0
38623,6296.0,,"₹45,000",0.0
38624,2581.0,Aug-2025,42000,-100.0
38625,7546.0,2025/08,42000,-100.0
38626,1011.0,2025/08,"₹45,000",2000.0
38627,514.0,2025-08,-5000,
38628,9700.0,2025/08,25000,-100.0
38629,106.0,,65000,-100.0
38630,3859.0,2025/08,-5000,-100.0
38631,1672.0,2025/08,,
38632,9654.0,Aug-2025,"₹45,000",-100.0
38633,6165.0,,-5000,-100.0
38634,3531.0,,"₹45,000",
38635,6048.0,2025/08,65000,
38636,8014.0,2025/08,65000,
38637,7892.0,2025-08,-5000,5000.0
38638,6078.0,,65000,5000.0
38639,8521.0,,25000,
38640,1808.0,2025/08,-5000,5000.0
38641,858.0,2025/08,42000,5000.0
38642,1196.0,,42000,
38643,4592.0,2025/08,42000,-100.0
38644,513.0,,,
38645,8622.0,,-5000,5000.0
38646,7073.0,Aug-2025,25000,5000.0
